source_ip,dest_ip,source_port,dest_port,protocol,timestamp,bytes_transferred,packets_sent,label
192.168.81.193,10.0.41.82,25728,139,ICMP,2023-10-10 13:46:47.447213,3140,62,0
192.168.79.239,10.0.161.119,19907,951,ICMP,2023-10-10 13:13:26.453061,1673,55,0
192.168.194.189,10.0.237.210,12415,160,ICMP,2023-10-10 13:30:34.458729,8494,31,0
192.168.133.48,10.0.202.14,43408,802,TCP,2023-10-10 13:54:48.464483,8172,77,0
192.168.107.168,10.0.148.149,65203,418,TCP,2023-10-10 13:37:11.470135,1092,34,0
192.168.172.224,10.0.140.177,33916,34,UDP,2023-10-10 13:10:08.475835,6001,72,0
192.168.65.62,10.0.31.44,8106,83,ICMP,2023-10-10 13:14:53.481550,7982,66,0
192.168.165.239,10.0.127.40,51792,814,ICMP,2023-10-10 13:34:34.487230,6683,2,0
192.168.120.129,10.0.133.8,41620,877,UDP,2023-10-10 13:47:44.494719,3856,57,0
192.168.170.202,10.0.110.186,46498,141,TCP,2023-10-10 13:13:31.500885,4480,7,0
192.168.92.150,10.0.151.61,60908,273,ICMP,2023-10-10 13:35:45.506597,1651,13,0
192.168.146.2,10.0.153.203,10776,1019,ICMP,2023-10-10 13:15:05.512235,9927,99,0
192.168.150.9,10.0.185.77,65499,300,ICMP,2023-10-10 13:54:19.517918,3521,14,0
192.168.141.88,10.0.80.138,46940,780,ICMP,2023-10-10 13:44:50.523648,4209,22,0
192.168.111.144,10.0.139.172,6772,500,ICMP,2023-10-10 13:16:32.529388,3140,55,0
192.168.9.244,10.0.102.227,20076,431,TCP,2023-10-10 13:33:01.535076,8775,97,0
192.168.192.217,10.0.190.126,23786,312,UDP,2023-10-10 13:46:16.541885,969,51,0
192.168.48.68,10.0.152.186,7000,448,TCP,2023-10-10 13:44:14.547739,3742,59,0
192.168.139.245,10.0.143.67,7992,98,ICMP,2023-10-10 13:08:37.553642,4354,99,0
192.168.65.163,10.0.201.116,61309,561,ICMP,2023-10-10 13:07:29.559363,21575,58,1
192.168.72.218,10.0.108.184,28190,913,UDP,2023-10-10 13:29:07.564982,7708,78,0
192.168.230.186,10.0.236.70,30159,574,TCP,2023-10-10 13:47:19.570693,9472,3,0
192.168.187.171,10.0.122.160,40240,390,UDP,2023-10-10 13:16:08.576368,8327,2,0
192.168.58.248,10.0.4.159,16149,81,TCP,2023-10-10 13:45:39.582141,3912,46,0
192.168.208.184,10.0.213.96,5013,398,ICMP,2023-10-10 13:41:33.589164,37814,72,1
192.168.230.121,10.0.62.93,35104,901,UDP,2023-10-10 13:26:59.595021,2949,50,0
192.168.244.33,10.0.215.112,45111,567,ICMP,2023-10-10 13:58:56.600965,6624,52,0
192.168.209.102,10.0.250.10,32171,353,TCP,2023-10-10 13:54:04.606681,7910,62,0
192.168.8.21,10.0.126.167,29894,542,ICMP,2023-10-10 13:55:38.612495,6777,3,0
192.168.246.28,10.0.222.47,34070,590,ICMP,2023-10-10 13:39:52.618269,5855,62,0
192.168.161.166,10.0.152.84,22376,455,UDP,2023-10-10 13:04:21.624007,8648,51,0
192.168.30.169,10.0.121.228,10797,447,ICMP,2023-10-10 13:37:15.629792,5426,94,0
192.168.181.205,10.0.128.77,49931,817,ICMP,2023-10-10 13:26:15.636733,5986,35,0
192.168.229.251,10.0.55.210,3075,726,ICMP,2023-10-10 13:04:57.642681,4202,28,0
192.168.217.118,10.0.82.230,18501,273,UDP,2023-10-10 13:08:33.648489,3071,3,0
192.168.134.122,10.0.28.122,54302,822,UDP,2023-10-10 13:06:23.654226,2870,53,0
192.168.128.21,10.0.147.184,10471,158,TCP,2023-10-10 13:27:02.659944,409,33,0
192.168.5.19,10.0.58.140,6034,812,UDP,2023-10-10 13:00:00.665757,2449,74,0
192.168.8.234,10.0.22.11,50849,819,ICMP,2023-10-10 13:12:51.671497,7589,14,0
192.168.92.104,10.0.223.213,1662,862,UDP,2023-10-10 13:02:26.677257,8413,29,0
192.168.218.69,10.0.210.151,52829,924,TCP,2023-10-10 13:58:48.684282,234,25,0
192.168.25.221,10.0.145.110,22877,1022,TCP,2023-10-10 13:18:11.690213,5634,19,0
192.168.224.189,10.0.160.105,12331,672,ICMP,2023-10-10 13:25:52.695924,5142,38,0
192.168.156.95,10.0.4.245,33708,991,TCP,2023-10-10 13:43:26.702255,9732,84,0
192.168.243.225,10.0.152.172,26162,807,ICMP,2023-10-10 13:47:53.708141,6076,59,0
192.168.220.120,10.0.77.140,31211,947,TCP,2023-10-10 13:18:52.713957,1821,5,0
192.168.89.184,10.0.133.176,16336,667,UDP,2023-10-10 13:47:41.719654,684,91,0
192.168.198.42,10.0.91.174,39683,204,TCP,2023-10-10 13:24:16.725479,6453,43,0
192.168.11.219,10.0.171.254,38327,639,ICMP,2023-10-10 13:30:28.732419,305,66,0
192.168.140.60,10.0.159.184,31344,761,UDP,2023-10-10 13:47:14.738372,6573,71,0
192.168.86.184,10.0.165.147,13472,838,TCP,2023-10-10 13:45:19.744116,8899,52,0
192.168.101.90,10.0.213.34,42980,250,ICMP,2023-10-10 13:16:46.749934,2287,32,0
192.168.17.63,10.0.57.161,9118,869,TCP,2023-10-10 13:18:48.755625,4286,45,0
192.168.144.40,10.0.31.224,33931,417,UDP,2023-10-10 13:38:20.761387,9723,15,0
192.168.83.181,10.0.88.191,41459,908,ICMP,2023-10-10 13:50:31.767393,2502,55,0
192.168.40.80,10.0.120.236,45426,853,ICMP,2023-10-10 13:31:37.773134,3558,26,0
192.168.40.221,10.0.237.72,59543,525,TCP,2023-10-10 13:57:03.780030,2742,36,0
192.168.61.96,10.0.45.140,56952,243,TCP,2023-10-10 13:30:48.786068,6486,78,0
192.168.182.254,10.0.20.40,45181,428,UDP,2023-10-10 13:09:05.791816,3604,65,0
192.168.197.223,10.0.145.201,38925,988,UDP,2023-10-10 13:32:12.797778,830,29,0
192.168.154.200,10.0.163.198,16835,17,ICMP,2023-10-10 13:23:30.803389,9854,38,0
192.168.249.254,10.0.240.218,32213,201,ICMP,2023-10-10 13:13:32.809092,9766,76,0
192.168.173.121,10.0.207.217,31061,565,UDP,2023-10-10 13:42:31.814911,1854,69,0
192.168.141.52,10.0.84.137,29082,67,UDP,2023-10-10 13:01:26.820541,2589,59,0
192.168.77.96,10.0.25.185,39478,870,TCP,2023-10-10 13:30:58.827471,8751,43,0
192.168.21.175,10.0.45.101,25392,94,TCP,2023-10-10 13:47:57.833356,642,36,0
192.168.88.167,10.0.9.121,19596,34,UDP,2023-10-10 13:47:25.839010,3893,15,0
192.168.49.146,10.0.203.240,7175,660,ICMP,2023-10-10 13:20:07.844680,2300,70,0
192.168.20.194,10.0.88.165,62139,374,ICMP,2023-10-10 13:37:46.850428,9551,76,0
192.168.45.79,10.0.45.27,28255,882,TCP,2023-10-10 13:24:48.856151,9507,81,0
192.168.31.23,10.0.38.155,37710,894,ICMP,2023-10-10 13:56:28.861819,9132,21,0
192.168.99.72,10.0.30.90,13061,123,ICMP,2023-10-10 13:42:08.867470,6742,1,0
192.168.84.239,10.0.37.184,31200,77,ICMP,2023-10-10 13:25:28.874341,7907,66,0
192.168.156.212,10.0.74.197,41482,40,ICMP,2023-10-10 13:52:40.880201,932,98,0
192.168.31.110,10.0.98.180,18057,862,UDP,2023-10-10 13:00:23.885859,2658,7,0
192.168.146.24,10.0.115.89,17918,764,TCP,2023-10-10 13:32:45.891494,4545,46,0
192.168.46.71,10.0.92.78,52132,60,UDP,2023-10-10 13:20:27.897220,4148,54,0
192.168.149.173,10.0.58.69,26403,773,UDP,2023-10-10 13:57:23.903205,6993,71,0
192.168.127.86,10.0.122.225,22687,418,TCP,2023-10-10 13:55:30.909284,4190,72,0
192.168.57.46,10.0.199.166,36906,764,UDP,2023-10-10 13:32:11.914991,3181,98,0
192.168.101.148,10.0.13.122,53282,263,TCP,2023-10-10 13:09:50.921920,9054,66,0
192.168.142.54,10.0.149.44,17140,928,UDP,2023-10-10 13:10:18.927718,270,97,0
192.168.228.59,10.0.103.78,55261,181,TCP,2023-10-10 13:24:33.933373,5363,31,0
192.168.144.118,10.0.217.61,21108,690,ICMP,2023-10-10 13:13:34.939050,5464,30,0
192.168.232.147,10.0.56.188,59885,537,UDP,2023-10-10 13:50:23.944852,17975,79,1
192.168.30.39,10.0.163.82,48217,618,TCP,2023-10-10 13:07:11.950537,2090,29,0
192.168.183.197,10.0.205.50,58318,328,UDP,2023-10-10 13:02:58.956302,9139,99,0
192.168.77.215,10.0.156.71,2994,153,UDP,2023-10-10 13:59:04.961921,4897,54,0
192.168.120.37,10.0.129.117,36541,978,TCP,2023-10-10 13:34:24.968908,8213,9,0
192.168.61.243,10.0.22.80,30548,614,TCP,2023-10-10 13:58:16.974654,7220,20,0
192.168.64.21,10.0.22.170,28305,846,TCP,2023-10-10 13:31:29.980353,9391,27,0
192.168.244.172,10.0.92.53,32541,752,UDP,2023-10-10 13:09:04.986038,8197,96,0
192.168.226.69,10.0.29.244,9554,973,TCP,2023-10-10 13:59:24.991723,7517,36,0
192.168.252.200,10.0.31.158,30644,576,ICMP,2023-10-10 13:58:13.997399,9856,29,0
192.168.33.124,10.0.197.123,7602,170,UDP,2023-10-10 13:49:46.003082,3436,28,0
192.168.102.203,10.0.132.196,53401,1018,TCP,2023-10-10 13:09:05.009099,8349,15,0
192.168.42.118,10.0.122.196,3519,648,ICMP,2023-10-10 13:57:34.016027,8825,30,0
192.168.51.80,10.0.57.107,36387,619,ICMP,2023-10-10 13:00:46.021948,3304,62,0
192.168.32.185,10.0.45.213,44664,211,ICMP,2023-10-10 13:04:47.027636,7721,89,0
192.168.175.39,10.0.245.17,24408,424,TCP,2023-10-10 13:41:10.033324,694,18,0
192.168.42.184,10.0.151.85,5164,187,ICMP,2023-10-10 13:57:25.038988,2483,44,0
192.168.190.3,10.0.200.215,8818,589,ICMP,2023-10-10 13:36:01.044681,5869,38,0
192.168.184.164,10.0.101.159,20369,214,ICMP,2023-10-10 13:12:58.050502,1995,77,0
192.168.229.97,10.0.7.233,63027,539,UDP,2023-10-10 13:38:38.056135,1085,56,0
192.168.237.17,10.0.142.191,56780,218,ICMP,2023-10-10 13:08:32.063143,2371,80,0
192.168.170.204,10.0.64.241,51872,570,TCP,2023-10-10 13:42:46.068907,5283,94,0
192.168.219.172,10.0.18.63,15593,751,ICMP,2023-10-10 13:24:18.074650,41489,68,1
192.168.50.26,10.0.132.45,8409,252,UDP,2023-10-10 13:54:58.080281,7080,67,0
192.168.251.70,10.0.223.158,16877,971,ICMP,2023-10-10 13:54:18.085998,8300,80,0
192.168.13.242,10.0.137.14,13823,955,TCP,2023-10-10 13:08:05.091693,4889,69,0
192.168.31.140,10.0.212.243,31211,301,ICMP,2023-10-10 13:11:44.097395,2224,86,0
192.168.190.12,10.0.184.53,23478,375,ICMP,2023-10-10 13:23:07.103066,9132,9,0
192.168.162.184,10.0.191.41,47890,29,UDP,2023-10-10 13:14:14.109940,9293,99,0
192.168.37.220,10.0.16.82,55822,896,ICMP,2023-10-10 13:47:25.116599,3832,75,0
192.168.94.125,10.0.26.84,55859,649,ICMP,2023-10-10 13:31:19.122482,8535,8,0
192.168.223.136,10.0.118.153,50235,756,TCP,2023-10-10 13:30:18.128146,1116,74,0
192.168.40.18,10.0.73.110,59691,198,UDP,2023-10-10 13:26:49.133908,7043,31,0
192.168.241.142,10.0.88.74,49158,892,UDP,2023-10-10 13:47:18.139770,9989,9,0
192.168.13.148,10.0.53.248,16604,823,TCP,2023-10-10 13:02:32.145361,36731,60,1
192.168.128.125,10.0.47.207,52280,87,TCP,2023-10-10 13:09:59.151096,9867,72,0
192.168.40.215,10.0.80.131,17969,756,ICMP,2023-10-10 13:52:57.158094,8451,45,0
192.168.229.1,10.0.206.146,58810,855,ICMP,2023-10-10 13:54:33.163852,23094,78,1
192.168.230.23,10.0.64.108,60364,634,UDP,2023-10-10 13:56:22.169578,3524,94,0
192.168.192.138,10.0.251.109,13097,855,ICMP,2023-10-10 13:04:40.175278,8457,90,0
192.168.94.167,10.0.55.123,32415,714,TCP,2023-10-10 13:42:35.181020,5281,97,0
192.168.144.173,10.0.203.196,5264,525,TCP,2023-10-10 13:07:33.186775,9076,48,0
192.168.159.142,10.0.14.133,27140,347,UDP,2023-10-10 13:35:41.192587,3084,38,0
192.168.133.186,10.0.232.34,29628,894,TCP,2023-10-10 13:39:07.198165,1441,100,0
192.168.164.98,10.0.226.124,27332,567,UDP,2023-10-10 13:57:56.205103,5201,1,0
192.168.232.33,10.0.129.250,2589,852,ICMP,2023-10-10 13:36:57.210993,9341,95,0
192.168.154.228,10.0.96.224,15933,856,TCP,2023-10-10 13:16:43.216719,6676,26,0
192.168.29.29,10.0.181.125,31078,1000,TCP,2023-10-10 13:45:26.222398,3159,60,0
192.168.203.231,10.0.51.208,37446,604,ICMP,2023-10-10 13:42:18.228065,7701,17,0
192.168.177.3,10.0.226.196,12807,1000,TCP,2023-10-10 13:56:31.233751,7936,88,0
192.168.140.204,10.0.107.17,7224,54,TCP,2023-10-10 13:05:46.239437,7044,76,0
192.168.120.24,10.0.213.210,62568,92,ICMP,2023-10-10 13:08:29.245178,8641,85,0
192.168.134.235,10.0.19.23,9193,957,ICMP,2023-10-10 13:44:27.252089,938,37,0
192.168.5.89,10.0.91.155,2168,847,TCP,2023-10-10 13:51:24.257901,3863,22,0
192.168.234.210,10.0.248.231,1235,89,TCP,2023-10-10 13:50:06.263578,3645,59,0
192.168.195.72,10.0.110.243,17446,904,TCP,2023-10-10 13:27:41.269296,4053,51,0
192.168.6.49,10.0.15.214,6229,830,ICMP,2023-10-10 13:39:28.274924,6798,7,0
192.168.166.242,10.0.122.181,58220,384,ICMP,2023-10-10 13:43:21.280643,2847,86,0
192.168.72.29,10.0.181.22,47098,940,TCP,2023-10-10 13:39:56.286812,3910,30,0
192.168.54.43,10.0.66.165,42747,782,UDP,2023-10-10 13:55:59.292447,3533,25,0
192.168.204.115,10.0.2.11,65051,841,TCP,2023-10-10 13:15:38.299407,6930,96,0
192.168.148.118,10.0.90.73,17468,292,TCP,2023-10-10 13:48:46.305280,9482,50,0
192.168.130.229,10.0.236.52,7949,905,ICMP,2023-10-10 13:48:47.311004,1615,70,0
192.168.154.10,10.0.235.53,29887,154,TCP,2023-10-10 13:04:29.316743,4648,84,0
192.168.87.21,10.0.32.243,17146,926,ICMP,2023-10-10 13:17:16.323158,6864,19,0
192.168.251.225,10.0.110.200,60450,454,UDP,2023-10-10 13:07:51.329016,6918,41,0
192.168.215.128,10.0.39.128,33351,404,ICMP,2023-10-10 13:34:40.334846,1910,11,0
192.168.204.146,10.0.126.24,3020,189,TCP,2023-10-10 13:34:15.340570,5902,30,0
192.168.192.69,10.0.85.51,27495,582,TCP,2023-10-10 13:46:21.347506,6440,53,0
192.168.69.166,10.0.15.141,29482,397,TCP,2023-10-10 13:57:34.353417,4474,8,0
192.168.178.201,10.0.214.43,41315,949,TCP,2023-10-10 13:16:17.359105,9131,50,0
192.168.163.135,10.0.8.102,54230,647,TCP,2023-10-10 13:41:38.364857,6487,89,0
192.168.1.21,10.0.244.1,57051,23,UDP,2023-10-10 13:15:54.370506,5006,33,0
192.168.212.180,10.0.206.53,7601,196,ICMP,2023-10-10 13:38:13.376278,9652,65,0
192.168.125.1,10.0.109.207,30913,37,ICMP,2023-10-10 13:44:18.381921,3118,70,0
192.168.121.179,10.0.251.75,39068,89,TCP,2023-10-10 13:55:24.387727,8243,41,0
192.168.144.65,10.0.116.57,3892,17,UDP,2023-10-10 13:15:09.394529,683,29,0
192.168.187.39,10.0.148.126,64506,828,ICMP,2023-10-10 13:33:03.400408,5170,27,0
192.168.67.242,10.0.181.181,32158,776,ICMP,2023-10-10 13:51:20.406053,8803,63,0
192.168.184.18,10.0.103.97,40124,165,TCP,2023-10-10 13:23:56.411743,5045,80,0
192.168.248.37,10.0.197.190,63575,526,UDP,2023-10-10 13:09:51.417478,7087,74,0
192.168.171.190,10.0.33.86,64602,932,TCP,2023-10-10 13:56:21.423201,5568,74,0
192.168.183.250,10.0.194.53,55289,660,TCP,2023-10-10 13:03:58.428941,9900,98,0
192.168.99.98,10.0.159.168,22258,259,UDP,2023-10-10 13:10:36.434729,7387,4,0
192.168.209.182,10.0.228.58,11479,518,ICMP,2023-10-10 13:31:26.441601,6858,30,0
192.168.188.33,10.0.137.81,35266,924,ICMP,2023-10-10 13:32:01.447472,1691,83,0
192.168.52.205,10.0.45.187,1861,506,UDP,2023-10-10 13:09:36.453142,1257,59,0
192.168.114.102,10.0.36.57,32885,561,TCP,2023-10-10 13:49:14.458844,1997,86,0
192.168.66.183,10.0.72.27,54368,945,UDP,2023-10-10 13:28:00.464517,7215,65,0
192.168.243.154,10.0.48.46,23092,949,TCP,2023-10-10 13:32:51.470246,1769,14,0
192.168.215.77,10.0.37.97,46072,163,ICMP,2023-10-10 13:04:21.475954,3584,55,0
192.168.148.205,10.0.28.248,46387,611,ICMP,2023-10-10 13:10:53.481673,1942,54,0
192.168.123.253,10.0.25.159,59214,1009,TCP,2023-10-10 13:32:04.488643,8686,6,0
192.168.125.240,10.0.58.138,55313,259,UDP,2023-10-10 13:29:06.494386,5017,20,0
192.168.14.107,10.0.164.197,21358,108,UDP,2023-10-10 13:32:33.500109,1117,67,0
192.168.206.172,10.0.63.120,15037,588,ICMP,2023-10-10 13:00:35.505858,394,24,0
192.168.37.192,10.0.139.84,53247,408,UDP,2023-10-10 13:10:48.511562,2591,17,0
192.168.190.15,10.0.219.109,4485,858,ICMP,2023-10-10 13:26:04.517312,34830,78,1
192.168.138.29,10.0.45.201,14984,988,UDP,2023-10-10 13:06:43.523075,6210,86,0
192.168.150.121,10.0.100.78,60638,422,TCP,2023-10-10 13:41:41.529510,4057,80,0
192.168.109.36,10.0.70.228,33951,133,TCP,2023-10-10 13:10:47.536469,6738,59,0
192.168.213.91,10.0.95.82,25770,231,ICMP,2023-10-10 13:00:05.542335,461,63,0
192.168.139.10,10.0.234.108,16760,604,UDP,2023-10-10 13:55:07.548068,6499,89,0
192.168.227.214,10.0.231.228,4257,430,UDP,2023-10-10 13:06:26.553776,617,88,0
192.168.50.201,10.0.124.19,5596,623,TCP,2023-10-10 13:19:44.559532,5935,39,0
192.168.78.178,10.0.22.246,21253,365,UDP,2023-10-10 13:10:38.565178,4231,75,0
192.168.109.63,10.0.90.110,1917,297,ICMP,2023-10-10 13:24:51.570900,3590,90,0
192.168.42.176,10.0.151.191,33476,526,ICMP,2023-10-10 13:52:23.576589,1006,96,0
192.168.99.122,10.0.77.122,31928,277,UDP,2023-10-10 13:51:23.583494,1804,26,0
192.168.238.20,10.0.11.144,58991,712,TCP,2023-10-10 13:27:09.589315,5337,9,0
192.168.18.172,10.0.41.172,52149,671,UDP,2023-10-10 13:16:16.594988,1173,19,0
192.168.105.98,10.0.111.5,7112,734,ICMP,2023-10-10 13:17:03.600660,9636,2,0
192.168.230.112,10.0.67.137,22090,265,ICMP,2023-10-10 13:29:50.606441,625,31,0
192.168.4.67,10.0.215.226,50325,557,UDP,2023-10-10 13:52:57.612058,26329,89,1
192.168.242.227,10.0.59.187,28815,22,TCP,2023-10-10 13:41:06.617733,5508,7,0
192.168.120.58,10.0.128.122,61350,643,TCP,2023-10-10 13:23:47.623417,7641,39,0
192.168.27.242,10.0.246.107,3165,195,ICMP,2023-10-10 13:21:42.630360,524,2,0
192.168.33.169,10.0.125.168,23155,992,ICMP,2023-10-10 13:46:56.636309,6417,13,0
192.168.126.31,10.0.133.12,43584,955,TCP,2023-10-10 13:19:43.642031,8203,86,0
192.168.48.68,10.0.111.128,18623,605,UDP,2023-10-10 13:51:17.647737,7815,73,0
192.168.148.95,10.0.196.91,55719,629,ICMP,2023-10-10 13:57:18.653441,4323,84,0
192.168.18.5,10.0.205.254,36390,313,UDP,2023-10-10 13:06:18.659199,3275,62,0
192.168.147.190,10.0.105.41,34746,143,UDP,2023-10-10 13:35:13.664899,33,85,0
192.168.128.71,10.0.213.123,10239,72,ICMP,2023-10-10 13:45:41.670591,3908,90,0
192.168.44.68,10.0.227.12,28070,568,UDP,2023-10-10 13:02:00.677547,2013,86,0
192.168.102.59,10.0.170.66,44178,647,TCP,2023-10-10 13:12:28.683474,2327,54,0
192.168.22.21,10.0.114.51,11035,21,TCP,2023-10-10 13:10:19.689218,1631,67,0
192.168.193.234,10.0.85.74,7195,575,TCP,2023-10-10 13:33:33.694844,2901,44,0
192.168.146.191,10.0.162.117,44239,237,ICMP,2023-10-10 13:24:30.700587,39278,33,1
192.168.101.249,10.0.79.50,25464,40,ICMP,2023-10-10 13:10:41.706276,8910,15,0
192.168.8.198,10.0.124.200,56657,417,UDP,2023-10-10 13:43:22.712008,8326,92,0
192.168.85.31,10.0.36.230,22915,364,ICMP,2023-10-10 13:35:41.717707,420,25,0
192.168.92.170,10.0.161.177,53787,5,ICMP,2023-10-10 13:17:29.724598,3499,34,0
192.168.196.206,10.0.147.20,7000,37,ICMP,2023-10-10 13:35:53.730737,5375,5,0
192.168.199.177,10.0.201.72,13865,491,ICMP,2023-10-10 13:20:31.736724,9745,86,0
192.168.232.182,10.0.210.240,34305,116,ICMP,2023-10-10 13:02:55.742597,2177,76,0
192.168.101.39,10.0.32.104,32502,716,TCP,2023-10-10 13:23:02.748304,4562,28,0
192.168.19.54,10.0.236.74,49484,358,TCP,2023-10-10 13:20:11.754058,9944,24,0
192.168.148.250,10.0.253.251,26019,366,UDP,2023-10-10 13:23:43.759699,6720,95,0
192.168.231.113,10.0.22.140,64030,956,UDP,2023-10-10 13:09:20.765404,3103,63,0
192.168.159.253,10.0.111.190,59968,181,ICMP,2023-10-10 13:20:33.772414,8410,80,0
192.168.215.245,10.0.125.23,42037,609,ICMP,2023-10-10 13:21:41.778404,7251,6,0
192.168.11.135,10.0.116.204,35433,929,UDP,2023-10-10 13:59:14.784138,9217,70,0
192.168.101.86,10.0.62.235,1192,966,ICMP,2023-10-10 13:11:14.789779,5652,83,0
192.168.104.137,10.0.162.15,3924,891,TCP,2023-10-10 13:37:48.795488,6816,80,0
192.168.169.222,10.0.235.54,24906,862,TCP,2023-10-10 13:45:57.801201,7080,99,0
192.168.184.76,10.0.239.49,16916,733,TCP,2023-10-10 13:47:32.807032,2923,5,0
192.168.250.2,10.0.10.204,49404,901,ICMP,2023-10-10 13:12:50.812650,4852,66,0
192.168.25.250,10.0.102.223,65263,314,ICMP,2023-10-10 13:40:25.819590,9179,32,0
192.168.211.151,10.0.223.163,40246,371,TCP,2023-10-10 13:34:14.825415,611,10,0
192.168.251.72,10.0.42.40,41975,129,UDP,2023-10-10 13:52:19.831094,6319,80,0
192.168.225.127,10.0.34.84,56127,585,UDP,2023-10-10 13:24:39.836762,8358,16,0
192.168.106.240,10.0.30.171,46748,200,ICMP,2023-10-10 13:58:59.842548,4036,29,0
192.168.250.57,10.0.118.134,16749,670,ICMP,2023-10-10 13:11:52.848116,889,49,0
192.168.145.136,10.0.126.54,31456,994,TCP,2023-10-10 13:04:57.853771,1531,71,0
192.168.75.101,10.0.235.70,8446,428,UDP,2023-10-10 13:04:20.859425,8296,47,0
192.168.165.137,10.0.125.43,58414,241,TCP,2023-10-10 13:38:35.866358,1562,36,0
192.168.112.233,10.0.76.136,63071,669,ICMP,2023-10-10 13:44:33.872273,6177,27,0
192.168.13.58,10.0.71.209,41987,2,TCP,2023-10-10 13:54:31.878042,4406,22,0
192.168.120.1,10.0.169.112,22725,880,UDP,2023-10-10 13:56:32.883669,8381,100,0
192.168.39.240,10.0.13.49,13775,731,TCP,2023-10-10 13:47:52.889338,355,84,0
192.168.80.19,10.0.198.49,18773,147,ICMP,2023-10-10 13:27:25.895170,3377,57,0
192.168.248.11,10.0.124.248,17150,845,TCP,2023-10-10 13:51:56.900755,9369,91,0
192.168.156.41,10.0.203.99,47710,797,ICMP,2023-10-10 13:24:17.906434,2824,79,0
192.168.217.205,10.0.246.76,51107,376,TCP,2023-10-10 13:19:32.913362,4167,13,0
192.168.240.50,10.0.37.237,56780,309,TCP,2023-10-10 13:30:07.919374,5799,21,0
192.168.153.136,10.0.207.87,24743,948,ICMP,2023-10-10 13:16:49.925015,44,20,0
192.168.252.47,10.0.254.41,45712,90,TCP,2023-10-10 13:44:00.930767,5632,72,0
192.168.42.50,10.0.84.66,37178,764,UDP,2023-10-10 13:49:54.936476,169,27,0
192.168.78.187,10.0.25.6,11620,683,UDP,2023-10-10 13:14:40.942893,7647,60,0
192.168.105.119,10.0.151.168,5351,725,ICMP,2023-10-10 13:39:49.948755,2585,83,0
192.168.196.222,10.0.81.117,50880,773,TCP,2023-10-10 13:55:36.954513,7369,9,0
192.168.55.41,10.0.181.162,37917,492,TCP,2023-10-10 13:44:25.961540,4990,81,0
192.168.5.69,10.0.235.200,37099,116,UDP,2023-10-10 13:47:30.967436,22636,92,1
192.168.214.104,10.0.7.157,50328,505,UDP,2023-10-10 13:46:37.973199,8732,63,0
192.168.193.14,10.0.27.44,20819,530,UDP,2023-10-10 13:26:29.978982,8641,16,0
192.168.78.133,10.0.18.31,10827,637,ICMP,2023-10-10 13:29:00.984702,634,23,0
192.168.142.202,10.0.181.23,38698,16,UDP,2023-10-10 13:44:22.990451,9264,57,0
192.168.10.113,10.0.169.171,47389,679,ICMP,2023-10-10 13:00:34.996063,3584,94,0
192.168.231.218,10.0.186.122,54074,102,ICMP,2023-10-10 13:33:18.001749,1669,18,0
192.168.104.144,10.0.2.220,48917,539,TCP,2023-10-10 13:04:14.008690,7686,57,0
192.168.85.185,10.0.247.31,41350,490,UDP,2023-10-10 13:49:54.014578,8220,83,0
192.168.242.55,10.0.177.140,24690,445,TCP,2023-10-10 13:10:52.020182,5628,14,0
192.168.22.170,10.0.82.230,45355,517,ICMP,2023-10-10 13:09:36.025947,5443,57,0
192.168.168.74,10.0.25.187,48599,788,ICMP,2023-10-10 13:35:27.031678,2835,43,0
192.168.135.146,10.0.193.21,36622,415,TCP,2023-10-10 13:39:47.037388,4592,45,0
192.168.61.149,10.0.94.153,8024,83,TCP,2023-10-10 13:43:00.043083,5009,76,0
192.168.156.63,10.0.200.216,4880,882,TCP,2023-10-10 13:55:56.048788,7345,60,0
192.168.45.31,10.0.214.169,62595,158,UDP,2023-10-10 13:49:40.055702,4584,91,0
192.168.214.223,10.0.24.241,37886,214,TCP,2023-10-10 13:34:44.061522,1155,39,0
192.168.152.81,10.0.214.3,65423,232,ICMP,2023-10-10 13:40:42.067203,1909,25,0
192.168.202.231,10.0.217.33,59483,648,ICMP,2023-10-10 13:34:06.072877,7221,31,0
192.168.49.46,10.0.254.17,9890,648,ICMP,2023-10-10 13:34:31.078581,3666,81,0
192.168.192.254,10.0.40.11,5547,654,UDP,2023-10-10 13:07:49.084263,5888,91,0
192.168.41.9,10.0.10.235,4988,348,UDP,2023-10-10 13:21:52.090042,6725,87,0
192.168.159.169,10.0.205.131,22426,782,UDP,2023-10-10 13:58:55.095799,2270,66,0
192.168.178.216,10.0.248.234,11681,830,ICMP,2023-10-10 13:00:10.102737,9004,34,0
192.168.239.195,10.0.227.241,50873,912,TCP,2023-10-10 13:13:08.108527,1099,69,0
192.168.105.89,10.0.137.93,57672,764,UDP,2023-10-10 13:16:06.114205,2516,5,0
192.168.140.16,10.0.242.97,25719,636,ICMP,2023-10-10 13:17:17.119879,4260,46,0
192.168.26.172,10.0.182.118,24269,602,TCP,2023-10-10 13:31:16.125545,3987,58,0
192.168.164.34,10.0.244.112,19369,324,UDP,2023-10-10 13:04:28.131211,183,44,0
192.168.133.156,10.0.140.35,14163,881,TCP,2023-10-10 13:34:24.136925,5750,54,0
192.168.207.93,10.0.174.3,57791,950,ICMP,2023-10-10 13:44:50.142691,5070,49,0
